MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,AATMAJ,AATMAJ HEALTHCARE LIMITED,        27.35,        27.85,        27.95,        27.10,        27.55,                   880400.00,32000, ,        60.00,        25.00
N,SM,ABCOTS,A B COTSPIN INDIA LIMITED,       249.00,       261.00,       261.00,       261.00,       261.00,                   130500.00,500, ,       386.00,        40.00
N,SM,ABINFRA,A B INFRABUILD LIMITED,        56.10,        56.10,        56.10,        54.25,        54.35,                 12441400.00,222000, ,        72.75,        27.55
N,SM,ABSMARINE,ABS MARINE SERVICES LTD,       241.40,       244.00,       248.45,       241.00,       246.30,                 44658300.00,182000, ,       304.00,       190.00
N,SM,ACCENTMIC,ACCENT MICROCELL LIMITED,       289.30,       290.00,       297.00,       280.00,       293.65,                 13601200.00,47000, ,       364.00,       224.00
N,SM,ACCORD,ACCORD SYNERGY LIMITED,        28.55,        29.95,        29.95,        29.90,        29.90,                   179600.00,6000, ,        34.35,        23.65
N,SM,AGNI,AGNI GREEN POWER LTD,        54.30,        56.40,        57.00,        56.40,        57.00,                  3407375.00,60000, ,        84.70,        20.30
N,SM,AGUL,A G UNIVERSAL LIMITED,        52.00,        49.40,        51.00,        49.40,        49.40,                   398500.00,8000, ,       119.95,        32.50
N,SM,AKANKSHA,AKANKSHA POWER N INFRA L,        99.25,       100.00,       100.50,        97.15,        98.50,                 12492100.00,126000, ,       147.80,        62.00
N,SM,ALLETEC,ALL E TECHNOLOGIES LTD,       281.90,       284.40,       293.00,       283.45,       288.25,                 12431040.00,43200, ,       335.40,       102.00
N,SM,ALPEXSOLAR,ALPEX SOLAR LIMITED,       731.65,       764.00,       768.20,       760.00,       768.20,                113005880.00,147200, ,       768.20,       235.00
N,SM,ALUWIND,ALUWIND ARCHITECTURAL LTD,        54.45,        54.60,        55.00,        53.50,        53.75,                  1461900.00,27000, ,        59.00,        39.50
N,SM,AMBANIORG,AMBANI ORGANICS LIMITED,       102.00,       102.00,       105.50,        99.00,       101.80,                  1115600.00,11000, ,       163.00,        99.00
N,SM,AMEYA,AMEYA PRECISION ENG LTD,        82.50,        90.75,        90.75,        90.75,        90.75,                  1815000.00,20000, ,        92.00,        35.20
N,SM,ANLON,ANLON TECHNOLOGY SOL LTD,       419.25,       419.50,       421.80,       413.00,       418.75,                 10872720.00,26000, ,       503.00,       202.10
N,SM,ANNAPURNA,ANNAPURNA SWADISHT LTD,       300.00,       304.00,       306.95,       297.00,       299.20,                  6004575.00,20000, ,       427.00,       244.00
N,SM,APS,AUSTRALIAN PREM SOLAR I L,       426.60,       432.90,       447.90,       420.05,       447.90,                101829400.00,232000, ,       465.45,       140.00
N,SM,ARIHANTACA,ARIHANT ACADEMY LIMITED,       131.90,       129.80,       131.00,       129.80,       130.00,                   522160.00,4000, ,       200.00,        91.25
N,SM,ARISTO,ARISTO BIO T AND LIFESC L,        81.00,        82.50,        82.50,        82.00,        82.00,                   658400.00,8000, ,       101.90,        53.10
N,SM,ASPIRE,ASPIRE & INNOVATIVE ADV L,        97.35,        99.50,        99.50,        93.60,        93.60,                  1541500.00,16000, ,       115.70,        56.25
