MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,AATMAJ,AATMAJ HEALTHCARE LIMITED,        38.85,        38.90,        39.35,        38.10,        38.35,                   933700.00,24000, ,        60.00,        36.30
N,SM,ABCOTS,A B COTSPIN INDIA LIMITED,       311.10,       305.00,       323.00,       295.55,       323.00,                  5998500.00,20000, ,       386.00,        40.00
N,SM,ABINFRA,A B INFRABUILD LIMITED,        60.00,        60.00,        60.00,        60.00,        60.00,                   240000.00,4000, ,        63.35,        16.65
N,SM,ACCENTMIC,ACCENT MICROCELL LIMITED,       271.65,       278.05,       294.90,       275.25,       287.35,                 46306250.00,163000, ,       364.00,       251.10
N,SM,ACCORD,ACCORD SYNERGY LIMITED,        27.00,        27.90,        28.35,        27.90,        28.35,                   395600.00,14000, ,        34.35,        21.50
N,SM,ACSAL,ARVIND AND COMPANY,        56.00,        53.05,        56.45,        53.05,        55.00,                  2958600.00,54000, ,        84.00,        52.00
N,SM,AGARWALFT,AGARWAL FLOAT GLASS I LTD,        58.85,        56.05,        56.05,        56.00,        56.00,                   672150.00,12000, ,        68.00,        30.00
N,SM,AILIMITED,ABHISHEK INTEGRATIONS LTD,        38.95,        38.05,        38.80,        37.85,        38.80,                   688200.00,18000, ,        71.65,        26.05
N,SM,AISL,ANI INTEGRATED SERV LTD.,        74.25,        73.05,        77.95,        73.05,        77.95,                   181200.00,2400, ,        89.30,        39.75
N,SM,AKANKSHA,AKANKSHA POWER N INFRA L,       102.95,       108.05,       108.05,       102.50,       106.15,                 14195000.00,134000, ,       147.80,        62.00
N,SM,ALLETEC,ALL E TECHNOLOGIES LTD,       281.45,       281.45,       284.85,       278.00,       281.85,                  6764760.00,24000, ,       335.40,        83.05
N,SM,ALPEXSOLAR,ALPEX SOLAR LIMITED,       384.35,       387.95,       394.95,       343.80,       357.40,                144595320.00,393600, ,       419.75,       329.00
N,SM,AMEYA,AMEYA PRECISION ENG LTD,        60.90,        60.90,        60.90,        60.10,        60.10,                   363800.00,6000, ,        69.60,        33.00
N,SM,ANLON,ANLON TECHNOLOGY SOL LTD,       299.00,       324.90,       358.80,       324.90,       358.80,                 28263900.00,79200, ,       358.80,       131.05
N,SM,ANNAPURNA,ANNAPURNA SWADISHT LTD,       397.45,       399.00,       399.00,       387.10,       391.05,                  9400475.00,24000, ,       427.00,       158.00
N,SM,APS,AUSTRALIAN PREM SOLAR I L,       237.15,       237.00,       242.50,       227.60,       233.55,                 22038600.00,94000, ,       396.00,       140.00
N,SM,ARABIAN,ARABIAN PETROLEUM LIMITED,        98.80,       100.80,       100.80,        96.70,        98.45,                  1387000.00,14000, ,       124.65,        70.15
N,SM,ARHAM,ARHAM TECHNOLOGIES LTD,       265.00,       265.00,       265.00,       264.00,       264.00,                   793950.00,3000, ,       302.90,        43.75
N,SM,ARISTO,ARISTO BIO T AND LIFESC L,        80.20,        79.00,        79.00,        77.95,        77.95,                   251120.00,3200, ,       101.90,        48.25
N,SM,AURDIS,AURANGABAD DISTILLERY LTD,       285.00,       287.00,       295.00,       285.00,       285.00,                  1592550.00,5500, ,       349.55,        99.75
N,SM,AUROIMPEX,AURO IMPEX & CHEMICALS L,       102.55,       102.50,       102.50,        99.00,       100.00,                  3689200.00,36800, ,       118.00,        55.15
N,SM,BABAFP,BABA FOOD PROCESSING,        65.90,        67.60,        67.60,        64.10,        65.20,                  3288720.00,49600, ,        80.70,        54.10
N,SM,BAHETI,BAHETI RECYCLING IND LTD,       192.05,       202.50,       202.50,       186.05,       192.00,                   723787.50,3750, ,       233.85,        74.00
