MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,AATMAJ,AATMAJ HEALTHCARE LIMITED,        48.10,        47.80,        48.45,        47.80,        48.40,                  1157800.00,24000, ,        60.00,        44.10
N,SM,ABINFRA,A B INFRABUILD LIMITED,        30.75,        32.25,        32.25,        30.10,        31.15,                   249400.00,8000, ,        43.00,        11.85
N,SM,AGARWALFT,AGARWAL FLOAT GLASS I LTD,        46.50,        44.50,        44.50,        44.25,        44.25,                   531900.00,12000, ,        51.00,        30.00
N,SM,AGUL,A G UNIVERSAL LIMITED,        71.00,        71.00,        71.00,        71.00,        71.00,                   852000.00,12000, ,        84.95,        32.50
N,SM,ALLETEC,ALL E TECHNOLOGIES LTD,       160.50,       158.90,       158.90,       152.85,       154.00,                  8207360.00,52800,XO,       193.50,        83.05
N,SM,AMEYA,AMEYA PRECISION ENG LTD,        56.00,        55.00,        56.95,        55.00,        56.40,                   897000.00,16000, ,        69.60,        33.00
N,SM,ANLON,ANLON TECHNOLOGY SOL LTD,       290.00,       290.00,       301.00,       290.00,       296.00,                  7151940.00,24000, ,       341.90,       131.05
N,SM,ANNAPURNA,ANNAPURNA SWADISHT LTD,       286.85,       281.00,       282.35,       275.50,       277.65,                 10361650.00,37000, ,       358.00,       124.00
N,SM,ARHAM,ARHAM TECHNOLOGIES LTD,       110.20,       110.00,       110.00,       105.00,       106.75,                  3204150.00,30000, ,       135.00,        43.75
N,SM,ARIHANTACA,ARIHANT ACADEMY LIMITED,       125.00,       123.00,       123.00,       123.00,       123.00,                   393600.00,3200, ,       154.20,        91.25
N,SM,ARISTO,ARISTO BIO T AND LIFESC L,        80.65,        78.50,        80.50,        74.05,        74.50,                  2938240.00,38400, ,       101.90,        48.25
N,SM,ASLIND,ASL INDUSTRIES LIMITED,        19.05,        20.00,        20.00,        20.00,        20.00,                    80000.00,4000, ,        30.25,        16.65
N,SM,AURDIS,AURANGABAD DISTILLERY LTD,       206.15,       204.50,       205.00,       198.00,       198.00,                  1411350.00,7000, ,       273.35,        99.75
N,SM,AUROIMPEX,AURO IMPEX & CHEMICALS L,        68.15,        68.15,        68.75,        67.90,        68.75,                   874960.00,12800, ,        86.30,        55.15
N,SM,BAHETI,BAHETI RECYCLING IND LTD,       149.00,       145.50,       150.00,       145.00,       147.85,                  1773375.00,12000,XO,       168.60,        74.00
N,SM,BETA,BETA DRUGS LIMITED,      1036.85,      1036.85,      1040.00,      1030.00,      1030.00,                  1448770.00,1400, ,      1111.00,       600.00
N,SM,BEWLTD,BEW ENGINEERING LIMITED,      1380.00,      1276.00,      1399.00,      1276.00,      1394.35,                 17677750.00,13500, ,      1457.00,       560.00
N,SM,BMETRICS,BOMBAY METRICS S C LTD,       137.25,       137.25,       137.25,       133.00,       133.10,                  1821800.00,13600, ,      2325.00,       120.65
N,SM,BRIGHT,BRIGHT SOLAR LIMITED,         5.70,         5.70,         5.75,         5.55,         5.65,                   910500.00,162000, ,        10.00,         4.50
N,SM,CADSYS,CADSYS (INDIA) LIMITED,       208.00,       209.00,       214.95,       199.30,       203.65,                  4176000.00,20000, ,       219.00,        28.80
N,SM,CELLPOINT,CELL POINT (INDIA) LTD,        53.35,        52.50,        54.50,        52.10,        53.90,                   832020.00,15600, ,        63.80,        41.00
N,SM,CLOUD,VARANIUM CLOUD LIMITED,       159.50,       155.00,       159.50,       151.00,       154.45,                 38022500.00,246000, ,      1602.40,       129.15
N,SM,CLSL,CROP LIFE SCIENCE LIMITED,        45.75,        46.00,        46.40,        44.90,        44.90,                  1996300.00,44000, ,        48.00,        43.00
N,SM,CMNL,CHAMAN METALLICS LIMITED,        67.85,        67.95,        69.00,        67.10,        67.65,                  2444850.00,36000, ,        84.00,        40.10
N,SM,CMRSL,CYBER MEDIA RES & SER LTD,       125.00,       121.00,       121.00,       121.00,       121.00,                    96800.00,800, ,       343.85,       109.95
N,SM,CONTI,CONTINENTAL SEED CHEM LTD,        31.85,        31.90,        32.50,        30.25,        32.45,                   531780.15,16665, ,        33.80,         8.50
N,SM,COOLCAPS,COOL CAPS INDUSTRIES LTD,       554.00,       554.00,       556.00,       541.00,       549.00,                  2747200.00,5000,XO,       639.90,       167.50
N,SM,CRAYONS,CRAYONS ADVERTISING LTD,       150.30,       150.50,       153.40,       149.75,       152.20,                  7533800.00,50000, ,       180.35,       121.50
N,SM,DENEERS,DE NEERS TOOLS LIMITED,       248.10,       248.40,       248.40,       239.15,       240.00,                  4065960.00,16800,XO,       279.00,       170.00
N,SM,DENTALKART,VASA DENTICITY LIMITED,       452.95,       449.75,       450.00,       430.05,       448.60,                 11035650.00,25000, ,       553.90,       237.00
N,SM,DESTINY,DESTINY LOGISTICS & I LTD,        38.35,        40.25,        40.25,        40.25,        40.25,                  2173500.00,54000, ,        40.25,        12.60
N,SM,DKEGL,D K ENTERPRISES GLOBAL L,        82.85,        79.30,        87.00,        79.30,        86.30,                  1014750.00,12000, ,       104.70,        45.05
N,SM,DOLLEX,DOLLEX AGROTECH LIMITED,        43.50,        44.50,        45.40,        42.25,        43.60,                  3684800.00,84000, ,        50.40,        22.05
N,SM,DRL,DHANUKA REALTY LIMITED,        10.05,         9.55,         9.55,         9.55,         9.55,                    57300.00,6000, ,        12.10,         5.85
N,SM,DRONE,DRONE DESTINATION LIMITED,       125.50,       125.50,       126.30,       121.10,       123.00,                 14340800.00,116000, ,       156.00,       120.00
N,SM,DUCOL,DUCOL ORGS AND COLOURS LT,       177.00,       170.05,       170.80,       169.50,       170.15,                  2176720.00,12800, ,       209.00,        99.00
N,SM,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,        61.90,        59.55,        59.55,        59.55,        59.55,                   148875.00,2500, ,       302.00,        39.65
N,SM,DYNAMIC,DYNAMIC SRVCS & SEC LTD,       150.40,       152.15,       157.90,       152.00,       157.85,                 21023400.00,136000, ,       157.90,        15.00
N,SM,EMKAYTOOLS,EMKAY TAP & CUT. TOOL LTD,       479.60,       466.00,       503.55,       466.00,       503.55,                 12720000.00,25800, ,       600.00,       247.05
