MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,AATMAJ,AATMAJ HEALTHCARE LIMITED,        40.10,        42.70,        42.70,        40.20,        41.20,                  1817400.00,44000, ,        60.00,        39.20
N,SM,ABCOTS,A B COTSPIN INDIA LIMITED,       116.15,       113.50,       117.00,       113.50,       117.00,                   461000.00,4000, ,       136.40,        40.00
N,SM,ABINFRA,A B INFRABUILD LIMITED,        50.00,        47.50,        47.50,        47.50,        47.50,                   380000.00,8000, ,        52.25,        11.85
N,SM,ACSAL,ARVIND AND COMPANY,        60.70,        59.40,        68.25,        58.75,        67.50,                 11965200.00,183000, ,        84.00,        53.10
N,SM,AGARWALFT,AGARWAL FLOAT GLASS I LTD,        60.20,        59.00,        59.00,        58.00,        58.00,                  1050750.00,18000, ,        68.00,        30.00
N,SM,AGNI,AGNI GREEN POWER LTD,        28.80,        28.90,        28.90,        27.10,        28.05,                  2246000.00,80000, ,        33.95,        17.90
N,SM,AILIMITED,ABHISHEK INTEGRATIONS LTD,        29.00,        28.95,        28.95,        28.95,        28.95,                   173700.00,6000, ,        71.65,        26.05
N,SM,AISL,ANI INTEGRATED SERV LTD.,        60.75,        61.75,        63.75,        61.00,        63.60,                   602760.00,9600, ,        72.35,        39.75
N,SM,ALLETEC,ALL E TECHNOLOGIES LTD,       240.80,       257.60,       275.00,       248.00,       250.45,                 68648800.00,264000, ,       281.80,        83.05
N,SM,AMBANIORG,AMBANI ORGANICS LIMITED,       130.95,       130.80,       130.80,       130.50,       130.50,                   261300.00,2000, ,       175.50,        70.00
N,SM,AMEYA,AMEYA PRECISION ENG LTD,        53.00,        54.40,        54.80,        54.40,        54.60,                   327600.00,6000, ,        69.60,        33.00
N,SM,ANLON,ANLON TECHNOLOGY SOL LTD,       256.00,       256.00,       263.85,       250.00,       263.70,                  1754640.00,6800, ,       341.90,       131.05
N,SM,ANNAPURNA,ANNAPURNA SWADISHT LTD,       338.35,       340.00,       340.00,       325.20,       326.40,                 31001075.00,94000, ,       381.00,       124.00
N,SM,ARABIAN,ARABIAN PETROLEUM LIMITED,        98.85,        98.35,        98.35,        96.30,        96.95,                  2334300.00,24000, ,       124.65,        70.15
N,SM,ARHAM,ARHAM TECHNOLOGIES LTD,       218.95,       220.00,       220.00,       214.00,       217.45,                  1946900.00,9000, ,       247.00,        43.75
N,SM,ARIHANTACA,ARIHANT ACADEMY LIMITED,       134.50,       143.00,       161.40,       143.00,       160.90,                 50483160.00,318400, ,       161.40,        91.25
N,SM,ARISTO,ARISTO BIO T AND LIFESC L,        69.00,        69.05,        69.95,        68.50,        68.70,                   993920.00,14400, ,       101.90,        48.25
N,SM,AURDIS,AURANGABAD DISTILLERY LTD,       297.95,       293.00,       294.00,       285.20,       289.85,                  2466150.00,8500, ,       349.55,        99.75
N,SM,AUROIMPEX,AURO IMPEX & CHEMICALS L,        74.65,        74.00,        74.90,        71.60,        73.45,                  4443440.00,60800, ,        88.90,        55.15
N,SM,BABAFP,BABA FOOD PROCESSING,        67.00,        66.35,        67.00,        65.00,        66.15,                  4024720.00,60800, ,        80.70,        63.15
N,SM,BAHETI,BAHETI RECYCLING IND LTD,       190.00,       189.00,       191.80,       182.00,       187.00,                  6655912.50,36000, ,       233.85,        74.00
N,SM,BASILIC,BASILIC FLY STUDIO LTD,       294.30,       302.50,       302.50,       292.05,       292.95,                 29746380.00,100800, ,       334.00,       252.10
N,SM,BETA,BETA DRUGS LIMITED,      1507.35,      1472.00,      1533.15,      1460.05,      1502.35,                  5829100.00,3900, ,      1595.00,       600.00
N,SM,BEWLTD,BEW ENGINEERING LIMITED,      1380.50,      1380.00,      1380.00,      1330.00,      1346.85,                  2541237.50,1875, ,      1789.00,       560.00
N,SM,BMETRICS,BOMBAY METRICS S C LTD,       118.00,       118.00,       118.95,       115.65,       118.10,                   943200.00,8000, ,      2017.00,       111.00
N,SM,CADSYS,CADSYS (INDIA) LIMITED,       233.85,       245.50,       245.50,       240.05,       245.50,                  6868400.00,28000, ,       297.40,        35.05
N,SM,CANARYS,CANARYS AUTOMATIONS LTD,        46.80,        47.45,        47.45,        45.15,        45.50,                  8302000.00,180000, ,        52.00,        36.80
