MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,AATMAJ,AATMAJ HEALTHCARE LIMITED,        42.25,        42.25,        42.40,        40.60,        41.00,                  1583100.00,38000, ,        60.00,        39.20
N,SM,ACSAL,ARVIND AND COMPANY,        56.65,        56.00,        56.00,        54.50,        55.15,                  3810150.00,69000, ,        84.00,        53.55
N,SM,AGARWALFT,AGARWAL FLOAT GLASS I LTD,        58.00,        59.00,        59.00,        56.00,        56.25,                  1200150.00,21000, ,        68.00,        30.00
N,SM,AGNI,AGNI GREEN POWER LTD,        23.95,        23.90,        23.90,        23.00,        23.10,                  1523000.00,65000, ,        33.95,        17.90
N,SM,AILIMITED,ABHISHEK INTEGRATIONS LTD,        28.45,        27.15,        28.00,        27.10,        27.55,                   493500.00,18000, ,        71.65,        27.10
N,SM,AISL,ANI INTEGRATED SERV LTD.,        60.30,        62.90,        62.90,        62.90,        62.90,                    75480.00,1200, ,        72.35,        39.25
N,SM,ALLETEC,ALL E TECHNOLOGIES LTD,       251.00,       251.15,       258.00,       248.05,       248.95,                 10899560.00,43200, ,       281.80,        83.05
N,SM,AMEYA,AMEYA PRECISION ENG LTD,        53.40,        54.00,        54.00,        53.00,        53.15,                   749700.00,14000, ,        69.60,        33.00
N,SM,ANLON,ANLON TECHNOLOGY SOL LTD,       256.85,       260.00,       260.00,       260.00,       260.00,                   104000.00,400, ,       341.90,       131.05
N,SM,ANNAPURNA,ANNAPURNA SWADISHT LTD,       317.30,       329.55,       355.00,       329.00,       336.95,                 73823450.00,217500, ,       360.00,       124.00
N,SM,ARABIAN,ARABIAN PETROLEUM LIMITED,       111.55,       113.50,       116.60,       108.00,       109.70,                 12100100.00,108000, ,       124.65,        70.15
N,SM,ARHAM,ARHAM TECHNOLOGIES LTD,       187.05,       191.80,       192.00,       185.50,       189.45,                  2649850.00,14000, ,       197.00,        43.75
N,SM,ARIHANTACA,ARIHANT ACADEMY LIMITED,       125.00,       125.00,       141.00,       123.00,       129.00,                  3980280.00,30400, ,       154.20,        91.25
N,SM,ARISTO,ARISTO BIO T AND LIFESC L,        73.25,        70.90,        72.90,        70.90,        72.00,                  1148560.00,16000, ,       101.90,        48.25
N,SM,AURDIS,AURANGABAD DISTILLERY LTD,       306.00,       310.00,       321.30,       310.00,       321.30,                  5222300.00,16500, ,       349.55,        99.75
N,SM,AUROIMPEX,AURO IMPEX & CHEMICALS L,        67.75,        69.50,        71.10,        67.50,        68.65,                  2787840.00,40000, ,        86.30,        55.15
N,SM,BAHETI,BAHETI RECYCLING IND LTD,       187.00,       187.00,       190.00,       187.00,       187.00,                   986250.00,5250, ,       233.85,        74.00
N,SM,BASILIC,BASILIC FLY STUDIO LTD,       291.95,       293.00,       293.75,       287.00,       287.90,                 50743680.00,175200, ,       334.00,       252.10
N,SM,BETA,BETA DRUGS LIMITED,      1176.50,      1186.00,      1200.00,      1160.00,      1167.90,                  4823850.00,4100, ,      1270.00,       600.00
N,SM,BEWLTD,BEW ENGINEERING LIMITED,      1405.45,      1408.00,      1435.45,      1380.00,      1385.00,                  3133312.50,2250, ,      1789.00,       560.00
