MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,ABCOTS,A B COTSPIN INDIA LIMITED,        44.10,        46.00,        46.00,        45.00,        45.00,                   548000.00,12000, ,        61.35,        42.25
N,SM,ACCORD,ACCORD SYNERGY LIMITED,        26.50,        27.80,        27.80,        27.80,        27.80,                    55600.00,2000, ,        37.30,        14.45
N,SM,ACEINTEG,ACE INTEGRATED SOLU. LTD.,        26.00,        25.60,        25.60,        25.60,        25.60,                   115200.00,4500, ,        26.35,        14.45
N,SM,AISL,ANI INTEGRATED SERV LTD.,        51.00,        53.50,        53.55,        53.50,        53.55,                   642480.00,12000, ,        72.45,        31.55
N,SM,ATALREAL,ATAL REALTECH LIMITED,       139.25,       137.00,       139.00,       122.50,       125.20,                 25941120.00,206400, ,       188.40,        30.95
N,SM,BBTCL,B&B TRIPLEWALL CONT LTD,       250.10,       252.00,       255.00,       252.00,       255.00,                  2024900.00,8000, ,       291.15,        73.00
N,SM,BETA,BETA DRUGS LIMITED,       618.00,       585.00,       586.00,       572.10,       586.00,                   348620.00,600, ,       695.00,       119.00
N,SM,BEWLTD,BEW ENGINEERING LIMITED,       812.70,       845.00,       893.95,       840.00,       893.80,                  7272375.00,8250, ,      1187.20,       228.15
N,SM,BMETRICS,BOMBAY METRICS S C LTD,       419.00,       400.00,       400.00,       400.00,       400.00,                   480000.00,1200, ,       449.00,       117.90
N,SM,BRIGHT,BRIGHT SOLAR LIMITED,         6.15,         6.30,         6.35,         6.00,         6.05,                   754500.00,123000, ,        12.70,         4.60
N,SM,CADSYS,CADSYS (INDIA) LIMITED,        49.10,        48.60,        48.60,        48.60,        48.60,                    97200.00,2000, ,        49.10,        18.20
N,SM,CMMIPL,CMM INFRAPROJECTS LIMITED,        10.25,        10.75,        10.75,        10.75,        10.75,                    64500.00,6000, ,        21.05,         5.40
N,SM,COOLCAPS,COOL CAPS INDUSTRIES LTD,        40.80,        44.35,        44.50,        41.50,        43.30,                  6836400.00,159000, ,        44.50,        41.50
N,SM,DESTINY,DESTINY LOGISTICS & I LTD,        11.50,        10.95,        10.95,        10.95,        10.95,                   131400.00,12000, ,        15.45,         8.05
N,SM,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,       385.70,       367.00,       367.00,       366.45,       366.45,                   733450.00,2000, ,       449.80,        95.00
N,SM,DYNAMIC,DYNAMIC SRVCS & SEC LTD,        15.50,        14.85,        15.50,        14.85,        15.30,                   303900.00,20000, ,        57.70,        14.45
N,SM,E2E,E2E NETWORKS LIMITED,       125.50,       125.00,       125.00,       124.00,       124.00,                   998000.00,8000, ,       139.05,        36.00
N,SM,EMKAYTOOLS,EMKAY TAP & CUT. TOOL LTD,       286.00,       272.00,       272.00,       272.00,       272.00,                   163200.00,600, ,       306.00,        98.00
N,SM,EUROBOND,EURO PANEL PRODUCTS LTD,       129.50,       135.00,       147.00,       133.05,       138.95,                 29849800.00,212000, ,       147.00,        72.05
N,SM,FELIX,FELIX INDUSTRIES LTD.,        14.05,        13.35,        14.75,        13.35,        14.75,                   522200.00,36000, ,        46.95,        13.35
N,SM,FOCE,FOCE INDIA LIMITED,       223.00,       223.00,       225.00,       223.00,       225.00,                   403800.00,1800, ,       269.00,       185.10
N,SM,GICL,GLOBE INTL CARRIERS LTD,        23.50,        23.20,        24.65,        22.95,        24.05,                  1787625.00,75000, ,        25.05,        16.90
N,SM,GIRIRAJ,GIRIRAJ CIVIL DEVP LTD,       105.70,       110.95,       110.95,       110.95,       110.95,                   133140.00,1200, ,       110.95,        63.65
N,SM,GOLDSTAR,GOLDSTAR POWER LIMITED,        24.25,        25.45,        25.45,        25.45,        25.45,                   152700.00,6000, ,        27.05,        20.00
N,SM,INNOVANA,INNOVANA THINKLABS LTD.,       435.00,       413.25,       447.00,       413.25,       424.75,                  1687500.00,4000, ,       478.00,        92.30
N,SM,INNOVATIVE,INNOVATIVE TYRES & TUBES,         5.35,         5.35,         5.50,         5.10,         5.45,                  1395600.00,267000, ,        20.45,         5.10
N,SM,JAINAM,JAINAM FER ALLOYS (I) LTD,       166.50,       172.80,       172.80,       172.80,       172.80,                   345600.00,2000, ,       198.00,        69.70
N,SM,JALAN,JALAN TRANSOLU. INDIA LTD,        14.00,        13.55,        14.70,        13.55,        14.70,                   128700.00,9000, ,        18.00,         3.70
N,SM,KHFM,KHFM HOS FAC MANA SER LTD,        49.75,        51.95,        51.95,        47.30,        50.70,                  2162715.00,43400, ,        72.00,        28.80
N,SM,KKVAPOW,KKV AGRO POWERS LTD.,       902.50,       890.00,       890.00,       890.00,       890.00,                   138840.00,156, ,      1177.00,       375.00
N,SM,KOTYARK,KOTYARK INDUSTRIES LTD,       362.45,       346.25,       380.55,       344.35,       380.55,                 14482420.00,39600, ,       393.50,        67.90
N,SM,KSOLVES,KSOLVES INDIA LIMITED,       383.00,       374.00,       381.50,       367.00,       376.00,                  4038920.00,10800, ,      1718.20,       292.60
N,SM,LEXUS,LEXUS GRANITO (INDIA) LTD,        32.50,        32.60,        33.30,        30.90,        30.90,                   658350.00,21000, ,        44.45,        10.30
N,SM,MADHAVBAUG,VAIDYA SANE AYUR LAB LTD,       211.00,       220.80,       232.10,       219.50,       232.10,                 17246800.00,75200, ,       232.10,       137.90
N,SM,MAHICKRA,MAHICKRA CHEMICAL LIMITED,        84.65,        86.50,        86.70,        77.20,        79.50,                   628200.00,7500, ,        96.50,        75.00
N,SM,MHHL,MOHINI HEALTH&HYGIENE LTD,        30.95,        31.00,        31.00,        29.65,        29.75,                   729750.00,24000, ,        42.75,        19.15
N,SM,MILTON,MILTON INDUSTRIES LIMITED,        17.95,        17.20,        17.20,        17.15,        17.15,                  1587080.00,92400, ,        27.05,        10.65
N,SM,NIDAN,NIDAN LABS AND HEALTH LTD,        46.35,        48.65,        48.65,        44.10,        46.15,                  3521800.00,75000, ,        70.70,        32.20
N,SM,NRL,NUPUR RECYCLERS LIMITED,       185.55,       185.55,       204.10,       185.55,       204.10,                 38597680.00,191400, ,       316.05,       124.20
N,SM,OSIAHYPER,OSIA HYPER RETAIL LTD,       377.55,       377.20,       394.80,       375.00,       379.00,                  5640580.00,14800, ,       397.00,       117.00
N,SM,OSWALSEEDS,SHREEOSWAL S AND CHE LTD,        58.05,        58.80,        58.80,        58.80,        58.80,                   235200.00,4000, ,        99.80,        30.60
N,SM,PARTYCRUS,PARTY CRUISERS LIMITED,        95.00,        94.00,        94.00,        94.00,        94.00,                   564000.00,6000, ,       122.00,        16.50
N,SM,PASHUPATI,PASHUPATI COTSPIN LIMITED,       119.25,       127.00,       127.75,       127.00,       127.75,                   611600.00,4800, ,       135.00,        60.20
N,SM,PAVNAIND,PAVNA INDUSTRIES LIMITED,       300.00,       300.00,       326.00,       300.00,       326.00,                   753360.00,2400, ,       326.00,       165.05
N,SM,PENTAGOLD,PENTA GOLD LIMITED,       216.00,       215.00,       215.00,       215.00,       215.00,                   645000.00,3000, ,       238.00,        61.10
